Planning,Pilot Teams Deployment,Deploy Microsoft Teams for pilot users with collaboration,EO Engineer,16,='Estimate Settings'!$C$4,=$E39*$F39,$150,"=TEXT($G39*$H39,""$#,##0"")",Pilot SharePoint Deployment,Teams channels chat and meetings for pilot
Planning,Pilot Validation,Validate pilot migration and gather user feedback,EO Engineer,16,='Estimate Settings'!$C$4,=$E40*$F40,$140,"=TEXT($G40*$H40,""$#,##0"")",Pilot Teams Deployment,Pilot user acceptance and lessons learned
Development,Production Email Migration,Migrate remaining 450 users to Exchange Online in waves,EO Engineer,80,='Estimate Settings'!$C$5,=$E41*$F41,$160,"=TEXT($G41*$H41,""$#,##0"")",Pilot Validation,5 departmental waves with 90 users each
Development,SharePoint Online Deployment,Deploy SharePoint sites for all departments and projects,EO Engineer,40,='Estimate Settings'!$C$5,=$E42*$F42,$155,"=TEXT($G42*$H42,""$#,##0"")",Production Email Migration,Department and project site provisioning
Development,OneDrive Deployment,Deploy OneDrive for Business with Known Folder Move,EO Engineer,24,='Estimate Settings'!$C$5,=$E43*$F43,$150,"=TEXT($G43*$H43,""$#,##0"")",SharePoint Online Deployment,OneDrive sync and file migration
Development,File Migration,Migrate 5TB files from on-premises to SharePoint and OneDrive,EO Engineer,40,='Estimate Settings'!$C$5,=$E44*$F44,$150,"=TEXT($G44*$H44,""$#,##0"")",OneDrive Deployment,File server to SharePoint/OneDrive migration
Development,Teams Company Deployment,Deploy Teams company-wide with channels and governance,EO Engineer,32,='Estimate Settings'!$C$5,=$E45*$F45,$155,"=TEXT($G45*$H45,""$#,##0"")",File Migration,Company-wide Teams collaboration deployment
Development,Teams Phone System,Deploy Teams Phone for 150 users with PSTN calling,EO Engineer,40,='Estimate Settings'!$C$5,=$E46*$F46,$170,"=TEXT($G46*$H46,""$#,##0"")",Teams Company Deployment,Teams calling with Direct Routing or Calling Plan
Development,Audio Conferencing,Configure audio conferencing for 200 users with dial-in,EO Engineer,16,='Estimate Settings'!$C$5,=$E47*$F47,$150,"=TEXT($G47*$H47,""$#,##0"")",Teams Phone System,Teams meeting dial-in access configuration
Development,Conditional Access,Implement Conditional Access policies with MFA and device compliance,EO Engineer,24,='Estimate Settings'!$C$5,=$E48*$F48,$175,"=TEXT($G48*$H48,""$#,##0"")",Audio Conferencing,Zero-trust security policy implementation
Development,Defender for Office 365,Deploy Defender with anti-phishing and anti-malware protection,EO Engineer,24,='Estimate Settings'!$C$5,=$E49*$F49,$170,"=TEXT($G49*$H49,""$#,##0"")",Conditional Access,Threat protection and Safe Links/Attachments
Development,Microsoft Purview,Implement Purview for DLP information protection and retention,EO Engineer,32,='Estimate Settings'!$C$5,=$E50*$F50,$165,"=TEXT($G50*$H50,""$#,##0"")",Defender for Office 365,Data loss prevention and compliance policies
Development,Intune MDM,Deploy Intune for 500 endpoints with device compliance,EO Engineer,24,='Estimate Settings'!$C$5,=$E51*$F51,$160,"=TEXT($G51*$H51,""$#,##0"")",Microsoft Purview,Mobile device management and app protection
Testing,Migration Validation,Validate email and file migration with zero data loss,EO Engineer,24,='Estimate Settings'!$C$6,=$E52*$F52,$140,"=TEXT($G52*$H52,""$#,##0"")",Intune MDM,Migration accuracy and data integrity validation
Testing,Security Testing,Test Conditional Access Defender and DLP policies,EO Engineer,24,='Estimate Settings'!$C$6,=$E53*$F53,$165,"=TEXT($G53*$H53,""$#,##0"")",Migration Validation,Security control effectiveness testing
Testing,Teams Quality Testing,Test Teams collaboration calling and meeting quality,EO Engineer,16,='Estimate Settings'!$C$6,=$E54*$F54,$150,"=TEXT($G54*$H54,""$#,##0"")",Security Testing,Call quality and user experience validation
Testing,User Acceptance Testing,Coordinate UAT with business users and stakeholders,EO Engineer,24,='Estimate Settings'!$C$6,=$E55*$F55,$140,"=TEXT($G55*$H55,""$#,##0"")",Teams Quality Testing,Business user validation and sign-off
Deployment,Production Cutover,Final cutover to Microsoft 365 with decommissioning planning,EO Engineer,16,='Estimate Settings'!$C$7,=$E56*$F56,$160,"=TEXT($G56*$H56,""$#,##0"")",User Acceptance Testing,Production go-live and Exchange decommissioning plan
Deployment,Hypercare Support,Provide 30-day hypercare support post-production,EO Engineer,40,='Estimate Settings'!$C$7,=$E57*$F57,$130,"=TEXT($G57*$H57,""$#,##0"")",Production Cutover,Post-migration issue resolution and optimization
Training,Administrator Training,Train IT administrators on M365 Exchange SharePoint Teams,EO Engineer,24,='Estimate Settings'!$C$8,=$E58*$F58,$150,"=TEXT($G58*$H58,""$#,##0"")",Production Cutover,Admin training for ongoing operations
Training,Helpdesk Training,Train helpdesk on Microsoft 365 user support,EO Engineer,16,='Estimate Settings'!$C$8,=$E59*$F59,$130,"=TEXT($G59*$H59,""$#,##0"")",Administrator Training,Helpdesk support training and procedures
Training,Champions Program,Establish Champions program with department representatives,EO Engineer,16,='Estimate Settings'!$C$8,=$E60*$F60,$140,"=TEXT($G60*$H60,""$#,##0"")",Helpdesk Training,Champions training for user adoption
Training,Documentation,Create operations runbook and user guides,EO Engineer,24,='Estimate Settings'!$C$8,=$E61*$F61,$130,"=TEXT($G61*$H61,""$#,##0"")",Champions Program,Technical and user documentation
Closeout,Knowledge Transfer,Transfer Microsoft 365 operations ownership to client team,EO Engineer,16,='Estimate Settings'!$C$9,=$E62*$F62,$140,"=TEXT($G62*$H62,""$#,##0"")",Documentation,Comprehensive handover of M365 operations
Closeout,Performance Optimization,Optimize network connectivity Teams QoS and user experience,EO Engineer,16,='Estimate Settings'!$C$9,=$E63*$F63,$150,"=TEXT($G63*$H63,""$#,##0"")",Knowledge Transfer,Performance tuning and optimization recommendations
Management,Technical Leadership,Quarterback technical oversight and M365 architecture review,EO Quarterback,"=ROUND(SUM($G$33:$G$63)*0.10,0)",='Estimate Settings'!$C$12,=$E64*$F64,$200,"=TEXT($G64*$H64,""$#,##0"")",,M365 architecture and migration coordination
Management,Project Management,Project coordination and migration management,EO Project Manager,"=ROUND(SUM($G$33:$G$63)*0.10,0)",='Estimate Settings'!$C$11,=$E65*$F65,$150,"=TEXT($G65*$H65,""$#,##0"")",,Stakeholder coordination and timeline management
,,,,,TOTAL HOURS,"=SUM($G$33:$G$65)",TOTAL COST,"=TEXT(SUMPRODUCT($G$33:$G$65,$H$33:$H$65),""$#,##0"")",,EO Sales Engineer: Update phase multipliers based on M365 migration complexity

# Credits - Applied to Total Cost (Year 1 Only)
#WIDTH: 27,17,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
Microsoft Partner Services Credit,$0,No Microsoft partner credits available for commercial M365 licensing
FastTrack Assistance,$0,Microsoft FastTrack assistance is free for 500+ seat organizations
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$33:$G$65,$H$33:$H$65)",Total Cost - no partner credits for commercial Microsoft 365
