#WIDTH: 45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN: left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
runners.ami_linux,Runners,[ami-linux-prod],[ami-linux-test],[ami-linux-dr],AMI ID for Linux runners,Yes,String,ami-* format,Confidential,Infrastructure Team,,Ubuntu 22.04 based,2025-12-03
runners.ami_windows,Runners,[ami-windows-prod],[ami-windows-test],[ami-windows-dr],AMI ID for Windows runners,Yes,String,ami-* format,Confidential,Infrastructure Team,,Server 2022 based,2025-12-03
oidc.provider_arn,Authentication,[oidc-prod-arn],[oidc-test-arn],[oidc-dr-arn],GitHub OIDC provider ARN,Yes,String,Valid ARN format,Confidential,Security Team,,Per-account OIDC,2025-12-03
oidc.role_deploy,Authentication,github-actions-prod-deploy,github-actions-test-deploy,github-actions-dr-deploy,IAM role name for deployments,Yes,String,Valid IAM role name,Confidential,Security Team,,Per environment,2025-12-03
container.ecr_registry_url,Container,[account-prod].dkr.ecr.us-east-1.amazonaws.com,[account-test].dkr.ecr.us-east-1.amazonaws.com,[account-dr].dkr.ecr.us-west-2.amazonaws.com,AWS ECR registry URL,Yes,String,Valid ECR URL,Confidential,DevOps Team,,Per-account registry,2025-12-03
container.ghcr_registry_url,Container,ghcr.io/[org],ghcr.io/[org],ghcr.io/[org],GitHub Container Registry URL,Yes,String,Valid GHCR URL,Confidential,DevOps Team,,Shared registry,2025-12-03
container.image_retention_days,Container,90,30,90,Container image retention (days),Yes,Integer,30-365,Public,DevOps Team,,Shorter for test,2025-12-03
kubernetes.eks_cluster_name,Kubernetes,[eks-prod-cluster],[eks-test-cluster],[eks-dr-cluster],EKS cluster name,Yes,String,Valid cluster name,Confidential,Infrastructure Team,,Deployment target,2025-12-03
workflows.template_repo,Workflows,[org]/.github,[org]/.github,[org]/.github,Reusable workflow repository,Yes,String,Valid repo path,Public,DevOps Team,,15 templates,2025-12-03
workflows.build_timeout,Workflows,30,20,30,Default workflow timeout (minutes),Yes,Integer,10-120,Public,DevOps Team,,Shorter for test,2025-12-03
workflows.artifact_retention,Workflows,30,7,30,Artifact retention (days),Yes,Integer,1-90,Public,DevOps Team,,Shorter for test,2025-12-03
workflows.cache_key_prefix,Workflows,[org]-prod-cache,[org]-test-cache,[org]-dr-cache,Prefix for cache keys,Yes,String,Alphanumeric with hyphens,Public,DevOps Team,,Environment-specific,2025-12-03
governance.branch_protection_enabled,Governance,true,false,true,Enable branch protection,Yes,Boolean,true|false,Public,DevOps Team,,Required for prod/DR,2025-12-03
governance.environment_reviewers_count,Governance,2,0,2,Required reviewers for deploy,Yes,Integer,0-6,Public,DevOps Team,,Manual approval,2025-12-03
governance.environment_wait_timer,Governance,0,0,0,Wait timer before deploy (minutes),Yes,Integer,0-43200,Public,DevOps Team,,Optional delay,2025-12-03
security.enable_security_scanning,Security,true,true,true,Enable CodeQL and Dependabot,Yes,Boolean,true|false,Public,Security Team,,All environments,2025-12-03
security.enable_secret_scanning,Security,true,true,true,Enable secret scanning,Yes,Boolean,true|false,Public,Security Team,,All environments,2025-12-03
monitoring.datadog_api_key,Monitoring,[dd-api-key],[dd-api-key],[dd-api-key],Datadog API key for metrics,Yes,String,Valid API key,Secret,DevOps Team,,Shared monitoring,2025-12-03
monitoring.datadog_app_key,Monitoring,[dd-app-key],[dd-app-key],[dd-app-key],Datadog application key,Yes,String,Valid app key,Secret,DevOps Team,,Dashboard access,2025-12-03
monitoring.pagerduty_integration_key,Monitoring,[pd-prod-key],[pd-test-key],[pd-dr-key],PagerDuty integration key,Yes,String,Valid routing key,Secret,DevOps Team,,Per-environment,2025-12-03
notifications.slack_webhook_url,Notifications,[slack-prod-webhook],[slack-test-webhook],[slack-dr-webhook],Slack webhook for notifications,No,String,Valid Slack webhook,Secret,DevOps Team,,Per-environment,2025-12-03
notifications.teams_webhook_url,Notifications,[teams-prod-webhook],[teams-test-webhook],[teams-dr-webhook],Teams webhook URL,No,String,Valid Teams webhook,Secret,DevOps Team,,Per-environment,2025-12-03
performance.pipeline_target_duration,Performance,600,300,600,Target pipeline duration (seconds),Yes,Integer,300-1800,Public,DevOps Team,,10 min for prod/DR,2025-12-03
performance.deployment_success_target,Performance,0.95,0.90,0.95,Target deployment success rate,Yes,Float,0.80-0.99,Public,DevOps Team,,Lower for test,2025-12-03
dr.enabled,DR,true,false,true,Enable DR configuration,Yes,Boolean,true|false,Public,DevOps Team,,DR toggle,2025-12-03
dr.failover_priority,DR,1,0,0,Failover priority (0=disabled),Yes,Integer,0-2,Public,DevOps Team,,Priority ranking,2025-12-03
