#WIDTH: 45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN: left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
security.waf_rate_limit,Security,5000,2000,5000,WAF rate limit per IP,Yes,Integer,100-20000,Public,Security Team,DDoS,Requests per 5 min,2025-12-03
security.enable_guard_duty,Security,true,false,false,Enable GuardDuty,Yes,Boolean,true|false,Public,Security Team,Threat detection,Per SOW requirements,2025-12-03
security.enable_security_hub,Security,true,false,false,Enable Security Hub,Yes,Boolean,true|false,Public,Security Team,Compliance,SOC 2 compliance,2025-12-03
security.enable_config,Security,true,false,false,Enable AWS Config,Yes,Boolean,true|false,Public,Security Team,Compliance,Configuration tracking,2025-12-03
migration.dms_instance_class,Migration,dms.r5.large,dms.t3.medium,,DMS replication instance class,No,String,Valid DMS class,Public,Migration Team,Database,AWS DMS instance,2025-12-03
migration.dms_storage_gb,Migration,100,50,,DMS replication storage GB,No,Integer,50-1000,Public,Migration Team,Database,Replication storage,2025-12-03
migration.mgn_replication_server_type,Migration,t3.small,t3.small,,MGN replication server type,No,String,Valid EC2 type,Public,Migration Team,Servers,AWS MGN instance,2025-12-03
migration.mgn_staging_disk_type,Migration,gp3,gp3,,MGN staging disk type,No,String,gp2|gp3|io1,Public,Migration Team,Servers,Cost-optimized,2025-12-03
dr.enabled,DR,true,false,true,Enable DR features,Yes,Boolean,true|false,Public,DR Team,DR,DR infrastructure,2025-12-03
dr.vault_enabled,DR,true,false,true,Enable DR vault,Yes,Boolean,true|false,Public,DR Team,DR,DR region resources,2025-12-03
dr.replication_enabled,DR,true,false,false,Enable replication from primary,Yes,Boolean,true|false,Public,DR Team,DR,Cross-region copy,2025-12-03
dr.rto_target_minutes,DR,240,0,240,Recovery Time Objective (minutes),Yes,Integer,0-1440,Public,DR Team,Business,4 hours per SOW,2025-12-03
dr.rpo_target_minutes,DR,60,0,60,Recovery Point Objective (minutes),Yes,Integer,0-1440,Public,DR Team,Business,1 hour per SOW,2025-12-03
dr.backup_retention_days,DR,30,7,30,Local backup retention,Yes,Integer,1-365,Public,DR Team,Compliance,Source region backups,2025-12-03
dr.dr_backup_retention_days,DR,90,0,90,DR backup retention,Yes,Integer,0-365,Public,DR Team,Compliance,DR region backups,2025-12-03
dr.enable_weekly_backup,DR,true,false,true,Enable weekly backups,Yes,Boolean,true|false,Public,DR Team,Compliance,Long-term retention,2025-12-03
dr.weekly_backup_retention_days,DR,90,0,90,Weekly backup retention,Yes,Integer,0-365,Public,DR Team,Compliance,Extended retention,2025-12-03
dr.vault_kms_deletion_window_days,DR,30,7,30,DR vault KMS deletion window,Yes,Integer,7-30,Public,Security Team,Safety,DR key recovery,2025-12-03
monitoring.alert_email,Monitoring,ops-team@company.com,,,Alert notification email,No,String,Valid email,Public,Operations,Notifications,SNS subscription,2025-12-03
monitoring.enable_cloudwatch_agent,Monitoring,true,true,true,Enable CloudWatch agent,Yes,Boolean,true|false,Public,Operations,Observability,Memory and disk metrics,2025-12-03
monitoring.log_retention_days,Monitoring,90,30,90,CloudWatch log retention,Yes,Integer,1-3653,Public,Operations,Compliance,Per SOW requirements,2025-12-03
monitoring.ec2_cpu_threshold,Monitoring,80,90,80,EC2 CPU alarm threshold %,Yes,Integer,50-100,Public,Operations,Alerting,Auto-scaling trigger,2025-12-03
monitoring.rds_cpu_threshold,Monitoring,80,90,80,RDS CPU alarm threshold %,Yes,Integer,50-100,Public,Operations,Alerting,Database monitoring,2025-12-03
monitoring.rds_connections_threshold,Monitoring,200,100,200,RDS connections alarm threshold,Yes,Integer,10-1000,Public,Operations,Alerting,Connection monitoring,2025-12-03
monitoring.alb_5xx_threshold,Monitoring,10,20,10,ALB 5xx error threshold,Yes,Integer,1-1000,Public,Operations,Alerting,Error detection,2025-12-03
budget.enabled,Best Practices,true,true,false,Enable AWS Budget,Yes,Boolean,true|false,Public,Finance,Cost,Cost alerts,2025-12-03
budget.monthly_amount,Best Practices,15000,2000,7500,Monthly budget USD,Yes,Integer,0-100000,Public,Finance,Cost,Based on SOW estimates,2025-12-03
budget.alert_thresholds,Best Practices,"[50,80,100]","[80,100]","[80,100]",Alert thresholds %,Yes,List(Number),Valid percentages,Public,Finance,Cost,Alert triggers,2025-12-03
budget.notification_email,Best Practices,finance@company.com,finance@company.com,finance@company.com,Budget alert email,Yes,String,Valid email,Public,Finance,Cost,Cost notifications,2025-12-03
config_rules.enabled,Best Practices,true,false,false,Enable AWS Config Rules,Yes,Boolean,true|false,Public,Operations,Compliance,SOC 2 compliance,2025-12-03
config_rules.s3_encryption_check,Best Practices,true,true,true,S3 encryption check,Yes,Boolean,true|false,Public,Security Team,Compliance,Data protection,2025-12-03
config_rules.ebs_encryption_check,Best Practices,true,true,true,EBS encryption check,Yes,Boolean,true|false,Public,Security Team,Compliance,Data protection,2025-12-03
config_rules.rds_encryption_check,Best Practices,true,true,true,RDS encryption check,Yes,Boolean,true|false,Public,Security Team,Compliance,Data protection,2025-12-03
guardduty.enabled,Best Practices,true,false,false,Enable GuardDuty,Yes,Boolean,true|false,Public,Security Team,Threat detection,Security monitoring,2025-12-03
backup.enabled,Best Practices,true,false,true,Enable AWS Backup,Yes,Boolean,true|false,Public,Operations,DR,Backup automation,2025-12-03
backup.daily_retention,Best Practices,30,7,30,Daily backup retention days,Yes,Integer,1-365,Public,Operations,Compliance,Standard retention,2025-12-03
backup.weekly_retention,Best Practices,90,0,90,Weekly backup retention days,Yes,Integer,0-365,Public,Operations,Compliance,Extended retention,2025-12-03
backup.monthly_retention,Best Practices,365,0,365,Monthly backup retention days,Yes,Integer,0-730,Public,Operations,Compliance,Annual retention,2025-12-03
backup.enable_vault_lock,Best Practices,false,false,false,Enable backup vault lock,Yes,Boolean,true|false,Public,Security Team,Compliance,Immutable backups,2025-12-03
