Development,Execution Node Configuration,Configure distributed execution nodes for scalable job processing,EO Engineer,24,='Estimate Settings'!$C$5,=$E43*$F43,$150,"=TEXT($G43*$H43,""$#,##0"")",Platform Deployment,4+ execution nodes with auto-scaling and geographic distribution
Development,Authentication Integration,Integrate LDAP/AD for SSO and configure RBAC teams and organizations,EO Engineer,24,='Estimate Settings'!$C$5,=$E44*$F44,$155,"=TEXT($G44*$H44,""$#,##0"")",Security Architecture,OAuth provider configuration and role-based permissions
Development,Credential Vault Integration,Integrate HashiCorp Vault or CyberArk for secure credential management,EO Engineer,32,='Estimate Settings'!$C$5,=$E45*$F45,$155,"=TEXT($G45*$H45,""$#,##0"")",Security Architecture,External vault for SSH keys API tokens and secrets
Development,Private Automation Hub,Deploy and configure Private Automation Hub for organization content,EO Engineer,24,='Estimate Settings'!$C$5,=$E46*$F46,$140,"=TEXT($G46*$H46,""$#,##0"")",Platform Deployment,Organization playbook repository and collection management
Development,Server Playbooks,Develop 50 server automation playbooks (provisioning patching configuration),EO Engineer,120,='Estimate Settings'!$C$5,=$E47*$F47,$130,"=TEXT($G47*$H47,""$#,##0"")",Platform Deployment,Linux and Windows server automation with idempotency and error handling
Development,Network Playbooks,Develop 30 network device playbooks (configuration backup compliance),EO Engineer,80,='Estimate Settings'!$C$5,=$E48*$F48,$135,"=TEXT($G48*$H48,""$#,##0"")",Platform Deployment,Cisco Juniper Arista device automation with rollback capabilities
Development,Compliance Playbooks,Develop 20 compliance and cloud automation playbooks,EO Engineer,60,='Estimate Settings'!$C$5,=$E49*$F49,$130,"=TEXT($G49*$H49,""$#,##0"")",Platform Deployment,Security hardening vulnerability remediation and audit reporting
Development,ServiceNow Integration,Configure ServiceNow connector for ticket-driven automation workflows,EO Engineer,32,='Estimate Settings'!$C$5,=$E50*$F50,$150,"=TEXT($G50*$H50,""$#,##0"")",Integration Design,Ticket creation job trigger and status update workflows
Development,Event-Driven Automation,Deploy Event-Driven Ansible for monitoring webhook auto-remediation,EO Engineer,32,='Estimate Settings'!$C$5,=$E51*$F51,$145,"=TEXT($G51*$H51,""$#,##0"")",Platform Deployment,Monitoring system integration for automated incident response
Development,Self-Service Portal,Configure automation catalog for operations team self-service,EO Engineer,24,='Estimate Settings'!$C$5,=$E52*$F52,$140,"=TEXT($G52*$H52,""$#,##0"")",Platform Deployment,Job templates surveys and approval workflows
Testing,Unit Testing,Develop automated tests for playbooks with test inventory,EO Engineer,32,='Estimate Settings'!$C$6,=$E53*$F53,$120,"=TEXT($G53*$H53,""$#,##0"")",Server Playbooks,Molecule testing framework and playbook validation
Testing,Integration Testing,Test ServiceNow integration monitoring webhooks and vault connectivity,EO Engineer,40,='Estimate Settings'!$C$6,=$E54*$F54,$120,"=TEXT($G54*$H54,""$#,##0"")",ServiceNow Integration,Customer must provide test credentials and integration endpoints
Testing,Performance Testing,Test concurrent job execution capacity and platform scaling,EO Engineer,24,='Estimate Settings'!$C$6,=$E55*$F55,$140,"=TEXT($G55*$H55,""$#,##0"")",Integration Testing,Load testing with 100 concurrent automation jobs
Testing,Security Testing,Perform RBAC validation credential handling and audit logging verification,EO Engineer,16,='Estimate Settings'!$C$6,=$E56*$F56,$175,"=TEXT($G56*$H56,""$#,##0"")",Performance Testing,Includes vulnerability scanning and compliance validation
Testing,User Acceptance Testing,Coordinate UAT with operations teams for automation workflows,EO Engineer,32,='Estimate Settings'!$C$6,=$E57*$F57,$150,"=TEXT($G57*$H57,""$#,##0"")",Security Testing,Operations team validation of playbooks and workflows
Deployment,Production Deployment,Deploy Ansible platform to production with validation and monitoring,EO Engineer,24,='Estimate Settings'!$C$7,=$E58*$F58,$160,"=TEXT($G58*$H58,""$#,##0"")",User Acceptance Testing,Production cluster deployment with smoke testing
Deployment,Go-Live Support,Provide support during initial production automation rollout,EO Engineer,80,='Estimate Settings'!$C$7,=$E59*$F59,$110,"=TEXT($G59*$H59,""$#,##0"")",Production Deployment,Daily monitoring rapid issue response during hypercare period
Training,Administrator Training,Train platform administrators on Ansible controller management,EO Engineer,32,='Estimate Settings'!$C$8,=$E60*$F60,$130,"=TEXT($G60*$H60,""$#,##0"")",Production Deployment,Platform management RBAC user administration monitoring troubleshooting
Training,Developer Training,Train automation developers on playbook development best practices,EO Engineer,32,='Estimate Settings'!$C$8,=$E61*$F61,$130,"=TEXT($G61*$H61,""$#,##0"")",Administrator Training,Playbook authoring testing Git workflows and coding standards
Training,Documentation,Create playbook catalog runbooks and operational documentation,EO Engineer,24,='Estimate Settings'!$C$8,=$E62*$F62,$110,"=TEXT($G62*$H62,""$#,##0"")",Developer Training,Deliverable: Operations runbooks playbook usage guides and best practices
Closeout,Knowledge Transfer,Transfer platform ownership to automation and operations teams,EO Engineer,16,='Estimate Settings'!$C$9,=$E63*$F63,$140,"=TEXT($G63*$H63,""$#,##0"")",Documentation,Comprehensive handover including architecture procedures and escalation
Closeout,Performance Baseline,Establish automation metrics monitoring baselines and KPIs,EO Engineer,8,='Estimate Settings'!$C$9,=$E64*$F64,$130,"=TEXT($G64*$H64,""$#,##0"")",Knowledge Transfer,Establishes SLAs automation success rate and operational dashboards
Management,Technical Leadership,Quarterback technical oversight and architecture review,EO Quarterback,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$11,=$E65*$F65,$200,"=TEXT($G65*$H65,""$#,##0"")",,Ansible architecture review and technical escalation support
Management,Project Management,Project coordination planning and management activities,EO Project Manager,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$10,=$E66*$F66,$150,"=TEXT($G66*$H66,""$#,##0"")",,Includes weekly status risk management and stakeholder coordination
,,,,,TOTAL HOURS,"=SUM($G$3:$G$34)",TOTAL COST,"=TEXT(SUMPRODUCT($G$3:$G$34,$H$3:$H$34),""$#,##0"")",,EO Sales Engineer: Update phase multipliers in Estimate Settings based on server count and playbook complexity

# Credits - Applied to Total Cost (Year 1 Only)
#WIDTH: 27,17,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
Red Hat Partner Services Credit,($3000),Red Hat partner credit for Ansible platform implementation and playbook development
AWS/Azure Cloud Credit,($2000),Cloud provider promotional credit for new automation platform workloads
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$3:$G$34,$H$3:$H$34)-5000",Total Cost minus Red Hat and cloud partner credits
