Planning,OpenShift Architecture Design,Design OpenShift cluster architecture and platform configuration,EO Engineer,48,='Estimate Settings'!$C$4,=$E37*$F37,$200,"=TEXT($G37*$H37,""$#,##0"")",Requirements Gathering,Deliverable: OpenShift architecture with HA control plane and worker nodes
Planning,Network Architecture Design,Design OVN-Kubernetes SDN networking and ingress strategy,EO Engineer,32,='Estimate Settings'!$C$4,=$E38*$F38,$180,"=TEXT($G38*$H38,""$#,##0"")",OpenShift Architecture Design,Deliverable: Network design with policies and load balancer configuration
Planning,Storage Design,Design persistent storage with ODF or external storage integration,EO Engineer,24,='Estimate Settings'!$C$4,=$E39*$F39,$175,"=TEXT($G39*$H39,""$#,##0"")",OpenShift Architecture Design,Block file object storage for containerized applications
Planning,Security Architecture,Design RBAC pod security policies and authentication integration,EO Engineer,24,='Estimate Settings'!$C$4,=$E40*$F40,$175,"=TEXT($G40*$H40,""$#,##0"")",Compliance Review,LDAP/AD integration and security controls design
Planning,Project Planning,Develop implementation timeline and resource allocation,EO Engineer,24,='Estimate Settings'!$C$4,=$E41*$F41,$140,"=TEXT($G41*$H41,""$#,##0"")",OpenShift Architecture Design,Deliverable: Project plan with phased rollout schedule
Development,Cluster Deployment,Deploy 6-node OpenShift cluster with HA control plane,EO Engineer,56,='Estimate Settings'!$C$5,=$E42*$F42,$160,"=TEXT($G42*$H42,""$#,##0"")",OpenShift Architecture Design,Includes cluster installation bootstrap and validation
Development,Storage Configuration,Configure OpenShift Data Foundation or external storage,EO Engineer,40,='Estimate Settings'!$C$5,=$E43*$F43,$150,"=TEXT($G43*$H43,""$#,##0"")",Cluster Deployment,Storage classes persistent volumes and volume snapshots
Development,Networking Setup,Configure OVN-Kubernetes SDN routes and load balancers,EO Engineer,32,='Estimate Settings'!$C$5,=$E44*$F44,$145,"=TEXT($G44*$H44,""$#,##0"")",Cluster Deployment,Network policies ingress controllers and external access
Development,Authentication Integration,Integrate LDAP/AD for SSO and configure RBAC,EO Engineer,32,='Estimate Settings'!$C$5,=$E45*$F45,$155,"=TEXT($G45*$H45,""$#,##0"")",Security Architecture,OAuth provider configuration and role bindings
Development,Monitoring and Logging,Deploy Prometheus Grafana and EFK logging stack,EO Engineer,32,='Estimate Settings'!$C$5,=$E46*$F46,$140,"=TEXT($G46*$H46,""$#,##0"")",Cluster Deployment,Platform and application observability configuration
Development,CI/CD Pipeline Setup,Configure OpenShift Pipelines (Tekton) and GitOps (ArgoCD),EO Engineer,48,='Estimate Settings'!$C$5,=$E47*$F47,$150,"=TEXT($G47*$H47,""$#,##0"")",Cluster Deployment,Pipeline templates and GitOps workflow automation
Development,Container Registry,Configure integrated Quay registry with vulnerability scanning,EO Engineer,24,='Estimate Settings'!$C$5,=$E48*$F48,$140,"=TEXT($G48*$H48,""$#,##0"")",Cluster Deployment,Image registry security scanning and retention policies
Development,Application Containerization,Containerize 10 pilot applications with Dockerfiles and manifests,EO Engineer,80,='Estimate Settings'!$C$5,=$E49*$F49,$130,"=TEXT($G49*$H49,""$#,##0"")",CI/CD Pipeline Setup,Customer must provide application access and development support
Development,Service Mesh Deployment,Deploy Istio service mesh for microservices traffic management,EO Engineer,32,='Estimate Settings'!$C$5,=$E50*$F50,$155,"=TEXT($G50*$H50,""$#,##0"")",Application Containerization,mTLS traffic routing and observability integration
Testing,Unit Testing,Develop automated tests for platform components,EO Engineer,24,='Estimate Settings'!$C$6,=$E51*$F51,$120,"=TEXT($G51*$H51,""$#,##0"")",Service Mesh Deployment,Automated validation of cluster configuration
Testing,Integration Testing,Test application deployments CI/CD workflows and integrations,EO Engineer,40,='Estimate Settings'!$C$6,=$E52*$F52,$120,"=TEXT($G52*$H52,""$#,##0"")",Unit Testing,Customer must provide test scenarios and validation criteria
Testing,Performance Testing,Test cluster performance with load and capacity testing,EO Engineer,32,='Estimate Settings'!$C$6,=$E53*$F53,$140,"=TEXT($G53*$H53,""$#,##0"")",Integration Testing,Load testing with realistic application workloads
Testing,Security Testing,Perform security validation of RBAC policies and network controls,EO Engineer,24,='Estimate Settings'!$C$6,=$E54*$F54,$175,"=TEXT($G54*$H54,""$#,##0"")",Performance Testing,Includes vulnerability scanning and compliance validation
Testing,User Acceptance Testing,Coordinate UAT with development teams and stakeholders,EO Engineer,32,='Estimate Settings'!$C$6,=$E55*$F55,$150,"=TEXT($G55*$H55,""$#,##0"")",Security Testing,Developer validation of platform capabilities and workflows
Deployment,Production Deployment,Deploy OpenShift platform to production with validation,EO Engineer,32,='Estimate Settings'!$C$7,=$E56*$F56,$160,"=TEXT($G56*$H56,""$#,##0"")",User Acceptance Testing,Production cluster deployment with smoke testing
Deployment,Go-Live Support,Provide support during initial production application deployments,EO Engineer,80,='Estimate Settings'!$C$7,=$E57*$F57,$110,"=TEXT($G57*$H57,""$#,##0"")",Production Deployment,Daily monitoring rapid issue response during hypercare period
Training,Developer Training,Train developers on OpenShift containerization and CI/CD,EO Engineer,40,='Estimate Settings'!$C$8,=$E58*$F58,$130,"=TEXT($G58*$H58,""$#,##0"")",Production Deployment,Includes hands-on training with Tekton ArgoCD and platform workflows
Training,Administrator Training,Train platform administrators on OpenShift operations,EO Engineer,40,='Estimate Settings'!$C$8,=$E59*$F59,$130,"=TEXT($G59*$H59,""$#,##0"")",Developer Training,Platform management monitoring troubleshooting and upgrades
Training,Documentation,Create runbooks user guides and operational documentation,EO Engineer,32,='Estimate Settings'!$C$8,=$E60*$F60,$110,"=TEXT($G60*$H60,""$#,##0"")",Administrator Training,Deliverable: Operations runbooks troubleshooting guides and procedures
Closeout,Knowledge Transfer,Transfer platform ownership to operations team,EO Engineer,24,='Estimate Settings'!$C$9,=$E61*$F61,$140,"=TEXT($G61*$H61,""$#,##0"")",Documentation,Comprehensive handover including architecture procedures and escalation
Closeout,Performance Baseline,Establish platform performance metrics and monitoring baselines,EO Engineer,16,='Estimate Settings'!$C$9,=$E62*$F62,$130,"=TEXT($G62*$H62,""$#,##0"")",Knowledge Transfer,Establishes SLAs performance metrics and operational dashboards
Management,Technical Leadership,Quarterback technical oversight and architecture review,EO Quarterback,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$11,=$E63*$F63,$200,"=TEXT($G63*$H63,""$#,##0"")",,OpenShift architecture review and technical escalation support
Management,Project Management,Project coordination planning and management activities,EO Project Manager,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$10,=$E64*$F64,$150,"=TEXT($G64*$H64,""$#,##0"")",,Includes weekly status risk management and stakeholder coordination
,,,,,TOTAL HOURS,"=SUM($G$3:$G$34)",TOTAL COST,"=TEXT(SUMPRODUCT($G$3:$G$34,$H$3:$H$34),""$#,##0"")",,EO Sales Engineer: Update phase multipliers in Estimate Settings based on cluster size and complexity

# Credits - Applied to Total Cost (Year 1 Only)
#WIDTH: 27,17,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
Red Hat Partner Services Credit,"($5000)",Red Hat partner credit for OpenShift implementation and architecture services
Implementation Discount,$0,No implementation discount applicable
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$3:$G$34,$H$3:$H$34)-5000",Total Cost minus Red Hat Partner credits
