Deployment,Site Deployment Wave 1,Deploy 10 sites (Wave 1),"=ROUND($C$27*60,0)",60,175,"=TEXT(E35*F35,""$#,##0"")",Testing Complete,Medium,Circuit installation and ZTP,,
Deployment,Site Deployment Wave 2,Deploy 12 remaining sites (Wave 2),"=ROUND($C$27*60,0)",60,175,"=TEXT(E36*F36,""$#,##0"")",Wave 1 Success,Medium,Final site rollout,,
Deployment,MPLS Cutover,Decommission MPLS circuits site-by-site,"=ROUND($C$27*40,0)",40,175,"=TEXT(E37*F37,""$#,##0"")",All Sites Deployed,High,Validate SD-WAN before MPLS disconnect,,
Deployment,Hypercare Support,Provide post-deployment stabilization support,"=ROUND($C$27*60,0)",60,150,"=TEXT(E38*F38,""$#,##0"")",Deployment Complete,Medium,4-week hypercare period,,
Training,vManage Training,Train team on vManage operations and monitoring,"=ROUND($C$28*24,0)",24,175,"=TEXT(E39*F39,""$#,##0"")",Deployment,Low,Policy management and dashboards,,
Training,Troubleshooting Training,Train team on SD-WAN troubleshooting,"=ROUND($C$28*16,0)",16,175,"=TEXT(E40*F40,""$#,##0"")",vManage Training,Low,Packet trace and path analysis,,
Training,Documentation,Create runbooks SOPs and architecture docs,"=ROUND($C$28*32,0)",32,150,"=TEXT(E41*F41,""$#,##0"")",,Low,Operational procedures and diagrams,,
Closeout,Knowledge Transfer,Transfer SD-WAN to operations team,"=ROUND($C$29*16,0)",16,175,"=TEXT(E42*F42,""$#,##0"")",Training Complete,Low,Operational handoff and escalation,,
Closeout,Performance Baseline,Establish WAN performance baselines and SLAs,"=ROUND($C$29*16,0)",16,175,"=TEXT(E43*F43,""$#,##0"")",Hypercare,Low,Application SLA compliance metrics,,
Closeout,MPLS Decommission Completion,Complete MPLS circuit disconnections,"=ROUND($C$29*16,0)",16,150,"=TEXT(E44*F44,""$#,##0"")",MPLS Cutover,Medium,Final circuit cancellations and validation,,
Management,Technical Leadership,Technical quarterback and architecture oversight,"=ROUND(SUM(E17:E44)*$C$30,0)","=ROUND(SUM(E17:E44)*0.25,0)",225,"=TEXT(E45*F45,""$#,##0"")",,Medium,25% of total engineering effort,,
Management,Project Management,Project coordination and stakeholder management,"=ROUND(SUM(E17:E44)*0.20,0)","=ROUND(SUM(E17:E44)*0.20,0)",175,"=TEXT(E46*F46,""$#,##0"")",,Low,20% of total engineering effort,,
,,,TOTAL HOURS,"=SUM(E17:E46)",TOTAL COST,"=TEXT(SUM(G17:G46),""$#,##0"")",,,Total SD-WAN implementation cost,,
# CREDITS
#WIDTH: 25,28,18,60
#ALIGN: left,left,right,left
Category,Credit Type,Credit Amount,Credit Comments
Hardware,Router Trade-In Credit,"($8000)",Legacy router trade-in credit
Software,SD-WAN License Promotion,"($15000)",Year 1 SD-WAN license 25% discount promotion
WAN Circuits,Circuit Installation Waiver,"($12000)",Year 1 broadband circuit installation fees waived by provider
Professional Services,Implementation Services,$0,No professional services credits available
