Discovery,Compliance Review,Assess CI/CD security compliance and audit requirements,EO Engineer,16,='Estimate Settings'!$C$3,=$E36*$F36,$175,"=TEXT($G36*$H36,""$#,##0"")",,Identifies deployment approval and audit logging needs
Planning,Actions Architecture Design,Design GitHub Actions CI/CD architecture and workflows,EO Engineer,48,='Estimate Settings'!$C$4,=$E37*$F37,$225,"=TEXT($G37*$H37,""$#,##0"")",CI/CD Platform Assessment,Deliverable: GitHub Actions architecture with runner design
Planning,Workflow Design,Design reusable workflow templates for .NET Node.js Python Docker,EO Engineer,40,='Estimate Settings'!$C$4,=$E38*$F38,$200,"=TEXT($G38*$H38,""$#,##0"")",Pipeline Inventory,Workflow templates for build test deploy patterns
Planning,Runner Infrastructure Design,Design self-hosted runner infrastructure in AWS VPC,EO Engineer,32,='Estimate Settings'!$C$4,=$E39*$F39,$225,"=TEXT($G39*$H39,""$#,##0"")",Actions Architecture Design,EC2 auto-scaling groups multi-AZ networking security
Planning,Integration Planning,Design OIDC AWS integration and artifact registry connections,EO Engineer,24,='Estimate Settings'!$C$4,=$E40*$F40,$200,"=TEXT($G40*$H40,""$#,##0"")",Workflow Design,Keyless authentication and ECR/ACR integration design
Planning,Project Planning,Develop migration timeline and phased rollout plan,EO Engineer,24,='Estimate Settings'!$C$4,=$E41*$F41,$140,"=TEXT($G41*$H41,""$#,##0"")",Runner Infrastructure Design,Deliverable: Phased migration plan by application priority
Development,Runner Infrastructure Setup,Deploy 20 self-hosted runners in AWS VPC with auto-scaling,EO Engineer,40,='Estimate Settings'!$C$5,=$E42*$F42,$200,"=TEXT($G42*$H42,""$#,##0"")",Runner Infrastructure Design,EC2 instances ASG VPC security groups monitoring
Development,Runner Configuration,Configure Linux and Windows runners with required tools,EO Engineer,32,='Estimate Settings'!$C$5,=$E43*$F43,$180,"=TEXT($G43*$H43,""$#,##0"")",Runner Infrastructure Setup,Install build tools Docker Node.js .NET Python Go
Development,Workflow Template Development,Develop 15 reusable workflow templates for standard patterns,EO Engineer,100,='Estimate Settings'!$C$5,=$E44*$F44,$200,"=TEXT($G44*$H44,""$#,##0"")",Workflow Design,Templates for .NET Node.js Python Docker Terraform builds
Development,Jenkins Pipeline Migration,Migrate 5-10 pilot pipelines from Jenkins to GitHub Actions,EO Engineer,80,='Estimate Settings'!$C$5,=$E45*$F45,$225,"=TEXT($G45*$H45,""$#,##0"")",Workflow Template Development,Convert Groovy pipelines to YAML workflows
Development,Application Pipeline Migration,Migrate remaining 40-45 application pipelines to Actions,EO Engineer,120,='Estimate Settings'!$C$5,=$E46*$F46,$200,"=TEXT($G46*$H46,""$#,##0"")",Jenkins Pipeline Migration,Parallel migration with testing and validation
Development,Environment Configuration,Configure dev test staging production environments,EO Engineer,30,='Estimate Settings'!$C$5,=$E47*$F47,$200,"=TEXT($G47*$H47,""$#,##0"")",Application Pipeline Migration,Environment secrets protection rules approval gates
Development,OIDC Integration,Configure OIDC for AWS Azure GCP keyless authentication,EO Engineer,40,='Estimate Settings'!$C$5,=$E48*$F48,$225,"=TEXT($G48*$H48,""$#,##0"")",Environment Configuration,Federated identity replacing static credentials
Development,Security Integration,Integrate CodeQL Dependabot container scanning in workflows,EO Engineer,24,='Estimate Settings'!$C$5,=$E49*$F49,$225,"=TEXT($G49*$H49,""$#,##0"")",OIDC Integration,Security automation in build and deployment pipelines
Development,Monitoring Setup,Configure Datadog New Relic for pipeline monitoring,EO Engineer,20,='Estimate Settings'!$C$5,=$E50*$F50,$200,"=TEXT($G50*$H50,""$#,##0"")",Security Integration,CI/CD observability and alerting
Testing,Pipeline Testing,Test workflow templates across application types,EO Engineer,32,='Estimate Settings'!$C$6,=$E51*$F51,$180,"=TEXT($G51*$H51,""$#,##0"")",Workflow Template Development,Validate build test deploy workflows
Testing,Performance Testing,Test pipeline performance and runner scaling,EO Engineer,24,='Estimate Settings'!$C$6,=$E52*$F52,$175,"=TEXT($G52*$H52,""$#,##0"")",Pipeline Testing,Load testing with realistic build volumes
Testing,Security Testing,Test OIDC authentication and security scanning,EO Engineer,16,='Estimate Settings'!$C$6,=$E53*$F53,$200,"=TEXT($G53*$H53,""$#,##0"")",Performance Testing,Validate keyless auth and automated security scans
Testing,Integration Testing,Test artifact publishing and deployment workflows,EO Engineer,24,='Estimate Settings'!$C$6,=$E54*$F54,$175,"=TEXT($G54*$H54,""$#,##0"")",Security Testing,End-to-end deployment testing to AWS Azure GCP
Deployment,Pilot Rollout,Deploy GitHub Actions for 5-10 pilot applications,EO Engineer,32,='Estimate Settings'!$C$7,=$E55*$F55,$200,"=TEXT($G55*$H55,""$#,##0"")",Integration Testing,Pilot validation with monitoring and feedback
Deployment,Production Rollout,Migrate all 50 applications to GitHub Actions,EO Engineer,40,='Estimate Settings'!$C$7,=$E56*$F56,$200,"=TEXT($G56*$H56,""$#,##0"")",Pilot Rollout,Phased rollout by team with parallel Jenkins operation
Deployment,Legacy Decommission,Coordinate Jenkins decommissioning after validation,EO Engineer,16,='Estimate Settings'!$C$7,=$E57*$F57,$175,"=TEXT($G57*$H57,""$#,##0"")",Production Rollout,Graceful shutdown of Jenkins infrastructure
Deployment,Go-Live Support,Provide support during GitHub Actions adoption,EO Engineer,48,='Estimate Settings'!$C$7,=$E58*$F58,$175,"=TEXT($G58*$H58,""$#,##0"")",Production Rollout,Daily monitoring pipeline support developer assistance
Training,DevOps Engineer Training,Train platform engineers on GitHub Actions workflow authoring,EO Engineer,32,='Estimate Settings'!$C$8,=$E59*$F59,$175,"=TEXT($G59*$H59,""$#,##0"")",Production Rollout,4 days hands-on training for DevOps team
Training,Developer Training,Train developers on using GitHub Actions and workflows,EO Engineer,24,='Estimate Settings'!$C$8,=$E60*$F60,$175,"=TEXT($G60*$H60,""$#,##0"")",DevOps Engineer Training,3 days enablement workshops for development teams
Training,Administrator Training,Train platform admins on runner management,EO Engineer,16,='Estimate Settings'!$C$8,=$E61*$F61,$175,"=TEXT($G61*$H61,""$#,##0"")",Developer Training,Runner infrastructure monitoring troubleshooting
Training,Documentation,Create workflow templates runbooks and best practices,EO Engineer,24,='Estimate Settings'!$C$8,=$E62*$F62,$150,"=TEXT($G62*$H62,""$#,##0"")",Administrator Training,Deliverable: Operations documentation and workflow guides
Closeout,Knowledge Transfer,Transfer GitHub Actions ownership to DevOps team,EO Engineer,16,='Estimate Settings'!$C$9,=$E63*$F63,$175,"=TEXT($G63*$H63,""$#,##0"")",Documentation,Comprehensive handover of workflows and infrastructure
Closeout,Performance Baseline,Establish CI/CD metrics and monitoring baselines,EO Engineer,8,='Estimate Settings'!$C$9,=$E64*$F64,$175,"=TEXT($G64*$H64,""$#,##0"")",Knowledge Transfer,Baseline for deployment frequency pipeline duration success rate
Management,Technical Leadership,Quarterback technical oversight and architecture review,EO Quarterback,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$11,=$E65*$F65,$225,"=TEXT($G65*$H65,""$#,##0"")",,CI/CD architecture review and technical escalation
Management,Project Management,Project coordination planning and stakeholder management,EO Project Manager,"=ROUND(SUM($G$3:$G$32)*0.10,0)",='Estimate Settings'!$C$10,=$E66*$F66,$200,"=TEXT($G66*$H66,""$#,##0"")",,Includes weekly status risk management vendor coordination
,,,,,TOTAL HOURS,"=SUM($G$3:$G$34)",TOTAL COST,"=TEXT(SUMPRODUCT($G$3:$G$34,$H$3:$H$34),""$#,##0"")",,EO Sales Engineer: Update phase multipliers in Estimate Settings based on scope

# Credits - Applied to Total Cost (Year 1 Only)
#WIDTH: 27,17,100
#ALIGN: left,right,left
Credit Type,Credit Amount,Credit Comments
GitHub Partner Services Credit,$0,No partner credits available for GitHub Actions implementation
AWS Migration Credit,"($10000)",One-time AWS credit for self-hosted runner infrastructure
NET PROFESSIONAL SERVICES COST,"=SUMPRODUCT($G$3:$G$34,$H$3:$H$34)-10000",Total professional services cost minus AWS migration credit
