#WIDTH: 45,14,50,50,50,45,8,12,27,14,14,12,30,12
#ALIGN: left,left,left,left,left,left,center,left,left,center,left,left,left,center
Parameter Name,Category,Production,Test,DR,Description,Required,Data Type,Validation Rules,Security Level,Owner Team,Dependencies,Notes,Last Updated
network.enable_flow_logs,Network,true,false,true,Enable VPC Flow Logs,Yes,Boolean,true|false,Public,Network,,Network visibility,2025-12-03
network.flow_log_sampling,Network,1.0,0.5,1.0,Flow log sampling rate,Yes,Float,0.0 to 1.0,Public,Network,,Full visibility in prod,2025-12-03
network.flow_log_aggregation_interval,Network,INTERVAL_5_SEC,INTERVAL_10_MIN,INTERVAL_5_SEC,Flow log aggregation interval,Yes,String,Valid interval,Public,Network,,Granularity setting,2025-12-03
interconnect.type,Interconnect,DEDICATED,PARTNER,DEDICATED,Interconnect connection type,Yes,String,DEDICATED or PARTNER,Public,Network,,Dedicated for 10 Gbps,2025-12-03
interconnect.bandwidth,Interconnect,10 Gbps,1 Gbps,10 Gbps,Total interconnect bandwidth,Yes,String,1G to 100G,Public,Network,,Matches SOW requirements,2025-12-03
interconnect.location,Interconnect,iad-zone1-1,iad-zone1-1,den-zone1-1,Interconnect colocation facility,Yes,String,Valid GCP location,Public,Network,,ISP presence required,2025-12-03
interconnect.vlan_count,Interconnect,4,2,4,Number of VLAN attachments for HA,Yes,Integer,2 to 8,Public,Network,,Provides redundancy,2025-12-03
interconnect.bgp_asn_gcp,Interconnect,16550,16550,16550,Google Cloud BGP ASN,Yes,Integer,16550 (Google default),Public,Network,,Fixed Google ASN,2025-12-03
interconnect.bgp_asn_onprem,Interconnect,[CLIENT_ASN],[CLIENT_ASN],[CLIENT_ASN],On-premises router BGP ASN,Yes,Integer,Valid private ASN,Confidential,Network,,Client provides BGP ASN,2025-12-03
interconnect.enabled,Interconnect,true,false,true,Enable dedicated interconnect,Yes,Boolean,true|false,Public,Network,,Hybrid connectivity,2025-12-03
nat.enabled,NAT,true,true,true,Enable Cloud NAT,Yes,Boolean,true|false,Public,Network,,Internet egress for private VMs,2025-12-03
nat.gateway_count,NAT,3,1,3,Number of NAT gateways per region,Yes,Integer,1 to 3,Public,Network,,One per region for HA,2025-12-03
nat.logging_enabled,NAT,true,false,true,Enable NAT logging,Yes,Boolean,true|false,Public,Network,,Required for troubleshooting,2025-12-03
nat.min_ports_per_vm,NAT,64,32,64,Minimum ports per VM,Yes,Integer,32 to 65536,Public,Network,,Port allocation,2025-12-03
nat.cloud_router_asn,NAT,64514,64514,64514,Cloud Router ASN for BGP,Yes,Integer,Valid private ASN,Public,Network,,BGP configuration,2025-12-03
identity.cloud_identity_license,Identity,Premium,Free,Premium,Cloud Identity license tier,Yes,String,Free or Premium,Public,Security,,Premium for SAML SSO,2025-12-03
identity.saml_sso_enabled,Identity,true,false,true,Enable SAML SSO integration,Yes,Boolean,true|false,Public,Security,,Enterprise auth,2025-12-03
identity.idp_type,Identity,Azure AD,Azure AD,Azure AD,Identity provider type,Yes,String,ADFS or Azure AD or Okta,Public,Security,,Client IdP platform,2025-12-03
identity.mfa_enforcement,Identity,ENFORCED,OPTIONAL,ENFORCED,2-step verification policy,Yes,String,OFF or OPTIONAL or ENFORCED,Public,Security,,Required for admin accounts,2025-12-03
identity.admin_count,Identity,8,4,4,Number of platform administrators,Yes,Integer,1 to 50,Public,Security,,Initial admin user count,2025-12-03
identity.directory_sync_enabled,Identity,true,false,true,Enable directory sync (GCDS),Yes,Boolean,true|false,Public,Security,,Automated user provisioning,2025-12-03
security.scc_tier,Security,Premium,Standard,Premium,Security Command Center tier,Yes,String,Standard or Premium,Public,Security,,Premium for full features,2025-12-03
security.scc_asset_discovery,Security,true,true,true,Enable asset discovery,Yes,Boolean,true|false,Public,Security,,Required for inventory,2025-12-03
security.chronicle_enabled,Security,true,false,true,Enable Chronicle SIEM,Yes,Boolean,true|false,Public,Security,,Advanced threat detection,2025-12-03
security.chronicle_ingestion_volume,Security,100 GB/month,0,100 GB/month,Monthly log ingestion volume,Yes,String,GB/month,Public,Security,,Matches SOW allocation,2025-12-03
security.chronicle_retention,Security,12 months,0,12 months,Log retention period,Yes,String,1 to 12 months,Public,Security,,Compliance requirement,2025-12-03
security.cloud_armor_enabled,Security,true,false,true,Enable Cloud Armor,Yes,Boolean,true|false,Public,Security,,DDoS and WAF protection,2025-12-03
security.cloud_armor_owasp_rules,Security,true,false,true,Enable OWASP ModSecurity rules,Yes,Boolean,true|false,Public,Security,,XSS/SQLi/LFI protection,2025-12-03
security.cloud_armor_rate_limiting,Security,true,false,true,Enable rate limiting rules,Yes,Boolean,true|false,Public,Security,,DDoS mitigation,2025-12-03
security.rate_limit_requests_per_minute,Security,1000,0,1000,Rate limit threshold (requests/min),Yes,Integer,0 to 10000,Public,Security,,Per-IP rate limit,2025-12-03
security.rate_limit_ban_duration_sec,Security,600,0,600,Rate limit ban duration (seconds),Yes,Integer,0 to 3600,Public,Security,,Temporary ban period,2025-12-03
security.blocked_countries,Security,"[]","[]","[]",Blocked country codes,Yes,List(String),ISO 3166-1 alpha-2,Public,Security,,Geo-blocking list,2025-12-03
security.scc_public_resource_detection,Security,true,false,true,Enable public resource detection,Yes,Boolean,true|false,Public,Security,,Find exposed resources,2025-12-03
security.scc_notifications_enabled,Security,false,false,false,Enable SCC Pub/Sub notifications,Yes,Boolean,true|false,Public,Security,,Real-time alerts,2025-12-03
security.cloud_ids_enabled,Security,true,false,true,Enable Cloud IDS,Yes,Boolean,true|false,Public,Security,,Network intrusion detection,2025-12-03
security.cloud_ids_endpoints,Security,3,0,3,Number of Cloud IDS endpoints,Yes,Integer,0 to 10,Public,Security,,Per region,2025-12-03
org_policy.allowed_locations,Org Policy,"[""in:us-locations""]","[""in:us-locations""]","[""in:us-locations""]",Allowed resource locations,Yes,List(String),Location policy values,Public,Security,,Data residency,2025-12-03
org_policy.external_ip_policy,Org Policy,Deny all,Deny all,Deny all,VM external IP policy,Yes,String,Allow or Deny,Public,Security,,Security baseline,2025-12-03
org_policy.sa_key_creation,Org Policy,Disabled,Disabled,Disabled,Service account key creation policy,Yes,String,Enabled or Disabled,Public,Security,,Security best practice,2025-12-03
org_policy.require_shielded_vm,Org Policy,true,true,true,Require Shielded VM for all instances,Yes,Boolean,true|false,Public,Security,,Security baseline,2025-12-03
org_policy.disable_serial_port_access,Org Policy,true,false,true,Disable serial port access,Yes,Boolean,true|false,Public,Security,,Security hardening,2025-12-03
org_policy.policy_count,Org Policy,50,25,50,Total organization policies enforced,Yes,Integer,Minimum 25,Public,Security,,SOW commitment,2025-12-03
kms.keyring_name,Encryption,landing-zone-keyring-prod,landing-zone-keyring-test,landing-zone-keyring-dr,Cloud KMS key ring name,Yes,String,Alphanumeric with hyphens,Public,Security,,Centralized key management,2025-12-03
kms.keyring_location,Encryption,us,us,us,Key ring location,Yes,String,Valid KMS location,Public,Security,,Multi-region for HA,2025-12-03
kms.key_count,Encryption,6,2,6,Number of encryption keys,Yes,Integer,Per environment,Public,Security,,Two keys per environment,2025-12-03
kms.key_rotation_days,Encryption,90,90,90,Automatic key rotation period (days),Yes,Integer,30 to 365,Public,Security,,Compliance requirement,2025-12-03
kms.key_algorithm,Encryption,GOOGLE_SYMMETRIC_ENCRYPTION,GOOGLE_SYMMETRIC_ENCRYPTION,GOOGLE_SYMMETRIC_ENCRYPTION,Key algorithm,Yes,String,Valid KMS algorithm,Public,Security,,Default symmetric,2025-12-03
kms.protection_level,Encryption,SOFTWARE,SOFTWARE,SOFTWARE,Key protection level,Yes,String,SOFTWARE or HSM,Public,Security,,HSM for higher security,2025-12-03
logging.sink_type,Logging,BigQuery,BigQuery,BigQuery,Log export destination type,Yes,String,BigQuery or Cloud Storage or Pub/Sub,Public,Operations,,BigQuery for analytics,2025-12-03
logging.retention_days,Logging,365,30,365,Cloud Logging retention days,Yes,Integer,30 to 3650,Public,Operations,,Compliance requirement,2025-12-03
logging.bigquery_retention_years,Logging,7,1,7,BigQuery export retention years,Yes,Integer,1 to 10,Public,Operations,,Audit compliance,2025-12-03
logging.volume_gb_month,Logging,500,100,250,Expected monthly log volume (GB),Yes,Integer,Valid integer,Public,Operations,,Capacity planning,2025-12-03
logging.enable_audit_logs,Logging,true,true,true,Enable Cloud Audit Logs,Yes,Boolean,true|false,Public,Operations,,Required for compliance,2025-12-03
logging.enable_data_access_logs,Logging,true,false,true,Enable Data Access audit logs,Yes,Boolean,true|false,Public,Operations,,Detailed access tracking,2025-12-03
monitoring.dashboard_count,Monitoring,4,2,4,Number of monitoring dashboards,Yes,Integer,1 to 10,Public,Operations,,Platform health visibility,2025-12-03
monitoring.alert_policy_count,Monitoring,5,3,5,Number of alert policies,Yes,Integer,1 to 20,Public,Operations,,Critical alerts defined,2025-12-03
monitoring.notification_channels,Monitoring,"[""email"", ""pagerduty""]","[""email""]","[""email"", ""pagerduty""]",Notification channels,Yes,List(String),Valid channel types,Public,Operations,,Alert routing,2025-12-03
monitoring.uptime_check_enabled,Monitoring,true,false,true,Enable uptime checks,Yes,Boolean,true|false,Public,Operations,,Service availability,2025-12-03
monitoring.log_based_metrics,Monitoring,true,false,true,Enable log-based metrics,Yes,Boolean,true|false,Public,Operations,,Custom metrics from logs,2025-12-03
budget.enabled,Budget,true,false,true,Enable budget alerts,Yes,Boolean,true|false,Public,Finance,,Cost management,2025-12-03
budget.monthly_amount,Budget,50000,5000,25000,Monthly budget limit (USD),Yes,Integer,Valid integer,Public,Finance,,SOW budget,2025-12-03
budget.alert_thresholds,Budget,"[50, 80, 100]","[80, 100]","[50, 80, 100]",Budget alert threshold percentages,Yes,List(Integer),0 to 200,Public,Finance,,Alert triggers,2025-12-03
budget.currency,Budget,USD,USD,USD,Budget currency,Yes,String,Valid currency code,Public,Finance,,USD default,2025-12-03
budget.notification_email,Budget,finops@example.com,finops@example.com,finops@example.com,Budget notification email,Yes,String,Valid email,Confidential,Finance,,Alert recipient,2025-12-03
budget.enable_forecast_alerts,Budget,true,false,true,Enable forecast-based alerts,Yes,Boolean,true|false,Public,Finance,,Predictive cost alerts,2025-12-03
budget.forecast_threshold,Budget,100,100,100,Forecast alert threshold percentage,Yes,Integer,50 to 200,Public,Finance,,Forecast trigger level,2025-12-03
automation.terraform_version,Automation,>= 1.6.0,>= 1.6.0,>= 1.6.0,Minimum Terraform version,Yes,String,Semantic versioning,Public,Development,,CFT compatibility,2025-12-03
automation.state_bucket_name,Automation,terraform-state-glz-prod,terraform-state-glz-test,terraform-state-glz-dr,Terraform state bucket name,Yes,String,Valid bucket name,Public,Development,,Globally unique,2025-12-03
automation.state_bucket_location,Automation,US,US,US,State bucket location,Yes,String,Valid GCS location,Public,Development,,Multi-region for HA,2025-12-03
automation.project_provisioning_target,Automation,<1 hour,<1 hour,<1 hour,Target project provisioning time,Yes,String,Time duration,Public,Development,,SOW commitment,2025-12-03
dr.enabled,DR,true,false,true,Enable DR infrastructure,Yes,Boolean,true|false,Public,Operations,,Master DR toggle,2025-12-03
dr.strategy,DR,ACTIVE_PASSIVE,BACKUP_ONLY,ACTIVE_PASSIVE,DR strategy,Yes,String,ACTIVE_PASSIVE|ACTIVE_ACTIVE|BACKUP_ONLY,Public,Operations,,Recovery approach,2025-12-03
dr.rto_minutes,DR,240,480,240,Recovery Time Objective (minutes),Yes,Integer,Positive integer,Public,Operations,,Target recovery time,2025-12-03
dr.rpo_minutes,DR,60,1440,60,Recovery Point Objective (minutes),Yes,Integer,Positive integer,Public,Operations,,Max data loss window,2025-12-03
dr.failover_mode,DR,manual,manual,manual,Failover mode,Yes,String,manual|automatic,Public,Operations,,Manual for safety,2025-12-03
dr.cross_region_replication,DR,true,false,true,Enable cross-region replication,Yes,Boolean,true|false,Public,Operations,,Data redundancy,2025-12-03
dr.archive_after_days,DR,90,0,90,Move to Archive storage after days,Yes,Integer,0 to 365,Public,Operations,,Cost optimization lifecycle,2025-12-03
dr.coldline_after_days,DR,365,0,365,Move to Coldline storage after days,Yes,Integer,0 to 730,Public,Operations,,Long-term retention,2025-12-03
dr.enable_health_check,DR,true,false,true,Enable DR health check,Yes,Boolean,true|false,Public,Operations,,Failover readiness,2025-12-03
dr.health_check_interval_sec,DR,5,0,5,Health check interval (seconds),Yes,Integer,1 to 300,Public,Operations,,Check frequency,2025-12-03
dr.health_check_timeout_sec,DR,5,0,5,Health check timeout (seconds),Yes,Integer,1 to 60,Public,Operations,,Response timeout,2025-12-03
dr.healthy_threshold,DR,2,0,2,Consecutive healthy checks required,Yes,Integer,1 to 10,Public,Operations,,Recovery threshold,2025-12-03
dr.unhealthy_threshold,DR,3,0,3,Consecutive unhealthy checks for failover,Yes,Integer,1 to 10,Public,Operations,,Failover threshold,2025-12-03
dr.health_check_port,DR,80,0,80,Health check port,Yes,Integer,1 to 65535,Public,Operations,,Service port,2025-12-03
dr.health_check_path,DR,/health,,/health,Health check endpoint path,Yes,String,Valid URL path,Public,Operations,,Health endpoint,2025-12-03
dr.enable_dr_kms,DR,true,false,true,Enable DR KMS key,Yes,Boolean,true|false,Public,Security,,Cross-region encryption,2025-12-03
dr.key_rotation_days,DR,90,0,90,DR KMS key rotation period (days),Yes,Integer,30 to 365,Public,Security,,Key rotation schedule,2025-12-03
