Deployment,Production Deployment,Deploy GitLab NetBox and pipelines to production,"=ROUND($C$27*40,0)",40,200,"=TEXT(E35*F35,""$#,##0"")",Testing Complete,Medium,Production infrastructure setup,,
Deployment,Device Onboarding,Onboard 100 devices for automation management,"=ROUND($C$27*30,0)",30,175,"=TEXT(E36*F36,""$#,##0"")",Prod Deployment,Medium,Device authentication and connectivity,,
Deployment,Pilot Automation,Execute pilot automations (10-20 devices),"=ROUND($C$27*40,0)",40,175,"=TEXT(E37*F37,""$#,##0"")",Device Onboarding,High,Validate automation in production,,
Deployment,Full Rollout,Enable automation for all 100 devices,"=ROUND($C$27*30,0)",30,175,"=TEXT(E38*F38,""$#,##0"")",Pilot Success,Medium,Phased enablement and monitoring,,
Training,Ansible Training,Train team on Ansible playbooks and best practices,"=ROUND($C$28*24,0)",24,175,"=TEXT(E39*F39,""$#,##0"")",Deployment,Low,Hands-on playbook development,,
Training,GitLab CI/CD Training,Train team on GitLab workflows and pipelines,"=ROUND($C$28*16,0)",16,175,"=TEXT(E40*F40,""$#,##0"")",Ansible Training,Low,GitOps workflow and merge requests,,
Training,Documentation,Create runbooks playbook docs and SOPs,"=ROUND($C$28*40,0)",40,150,"=TEXT(E41*F41,""$#,##0"")",,Low,Operational procedures and guides,,
Closeout,Knowledge Transfer,Transfer automation platform to operations,"=ROUND($C$29*16,0)",16,175,"=TEXT(E42*F42,""$#,##0"")",Training Complete,Low,Operational handoff and support model,,
Closeout,Performance Baseline,Establish automation metrics and KPIs,"=ROUND($C$29*8,0)",8,150,"=TEXT(E43*F43,""$#,##0"")",Production Rollout,Low,Deployment frequency error rate metrics,,
Management,Technical Leadership,Technical quarterback and architecture oversight,"=ROUND(SUM(E17:E43)*$C$30,0)","=ROUND(SUM(E17:E43)*0.25,0)",225,"=TEXT(E44*F44,""$#,##0"")",,Medium,25% of total engineering effort,,
Management,Project Management,Project coordination and stakeholder management,"=ROUND(SUM(E17:E43)*0.20,0)","=ROUND(SUM(E17:E43)*0.20,0)",175,"=TEXT(E45*F45,""$#,##0"")",,Low,20% of total engineering effort,,
,,,TOTAL HOURS,"=SUM(E17:E45)",TOTAL COST,"=TEXT(SUM(G17:G45),""$#,##0"")",,,Total CI/CD Automation implementation cost,,
# CREDITS
#WIDTH: 25,28,18,60
#ALIGN: left,left,right,left
Category,Credit Type,Credit Amount,Credit Comments
Software,GitLab License Credit,$0,No GitLab license credits available
Cloud Infrastructure,Infrastructure Hosting Credit,"($1000)",Year 1 cloud hosting credit for GitLab runners
Professional Services,Implementation Services,$0,No professional services credits available
Support & Maintenance,Support Credit,$0,No support credits available
